7-14 21:53:15,166 : __main__ : ERROR : 127.0.0.1 : T0392511G - Patient T0392511G failed to log in: Incorrect password
2021-07-20 00:50:40,506 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has had error in -Log Monitoring- admin functionality
2021-07-20 00:50:42,246 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has had error in -Log Monitoring- admin functionality
2021-07-20 00:50:44,162 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has had error in -Log Monitoring- admin functionality
2021-07-20 00:50:58,340 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has had error in -Log Monitoring- admin functionality
2021-07-20 00:52:32,545 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has used the -Log Monitoring- admin functionality
2021-07-20 00:52:35,195 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has used the -Log Monitoring- admin functionality
2021-07-20 00:52:39,366 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has used the -Log Monitoring- admin functionality
2021-07-20 00:52:42,809 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has used the -Log Monitoring- admin functionality
2021-07-20 00:54:13,667 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has used the -Log Monitoring- admin functionality
2021-07-20 00:54:18,101 : __main__ : WARNING  : 127.0.0.1       : T5739128U - Admin T5739128U has had error in -Log Monitoring- admin functionality
2021-07-20 00:54:26,728 : __main__ : WARNING  : 127.0.0.1       : T5739128U - Admin T5739128U has had error in -Log Monitoring- admin functionality
2021-07-20 00:54:26,965 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has used the -Log Monitoring- admin functionality
2021-07-20 00:54:30,832 : __main__ : WARNING  : 127.0.0.1       : T5739128U - Admin T5739128U has had error in -Log Monitoring- admin functionality
2021-07-20 00:54:39,763 : __main__ : WARNING  : 127.0.0.1       : T5739128U - Admin T5739128U has had error in -Log Monitoring- admin functionality
2021-07-20 00:54:46,811 : __main__ : WARNING  : 127.0.0.1       : T5739128U - Admin T5739128U has had error in -Log Monitoring- admin functionality
2021-07-20 00:54:51,379 : __main__ : WARNING  : 127.0.0.1       : T5739128U - Admin T5739128U has had error in -Log Monitoring- admin functionality
2021-07-20 00:54:55,727 : __main__ : WARNING  : 127.0.0.1       : T5739128U - Admin T5739128U has had error in -Log Monitoring- admin functionality
2021-07-20 00:54:59,324 : __main__ : WARNING  : 127.0.0.1       : T5739128U - Admin T5739128U has had error in -Log Monitoring- admin functionality
2021-07-20 00:55:02,287 : __main__ : WARNING  : 127.0.0.1       : T5739128U - Admin T5739128U has had error in -Log Monitoring- admin functionality
2021-07-20 00:56:35,150 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has used the -Log Monitoring- admin functionality
2021-07-20 00:56:44,938 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has used the -Log Monitoring- admin functionality
2021-07-20 00:56:50,226 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has used the -Log Monitoring- admin functionality
2021-07-20 00:56:53,686 : __main__ : WARNING  : 127.0.0.1       : T5739128U - Admin T5739128U has had error in -Log Monitoring- admin functionality
2021-07-20 00:56:57,442 : __main__ : WARNING  : 127.0.0.1       : T5739128U - Admin T5739128U has had error in -Log Monitoring- admin functionality
2021-07-20 00:57:28,337 : __main__ : WARNING  : 127.0.0.1       : T5739128U - Admin T5739128U has had error in -Log Monitoring- admin functionality
2021-07-20 00:57:38,422 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has used the -Log Monitoring- admin functionality
2021-07-20 00:58:12,994 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has used the -Log Monitoring- admin functionality
2021-07-20 00:58:15,149 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has used the -Log Monitoring- admin functionality
2021-07-20 00:58:17,038 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has used the -Log Monitoring- admin functionality
2021-07-20 00:58:20,414 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has used the -Log Monitoring- admin functionality
2021-07-20 00:59:19,218 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has used the -Log Monitoring- admin functionality
2021-07-20 01:00:17,394 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has used the -Log Monitoring- admin functionality
2021-07-20 01:01:56,375 : __main__ : ERROR    : 127.0.0.1       : T1234567B - Patient T1234567B tried to use the -Log Monitoring- admin functionality
2021-07-20 01:10:07,565 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has used the -Log Monitoring- admin functionality
2021-07-20 01:10:10,834 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has used the -Log Monitoring- admin functionality
2021-07-20 01:10:17,973 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has used the -Log Monitoring- admin functionality
2021-07-20 01:10:22,084 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has used the -Log Monitoring- admin functionality
2021-07-20 01:10:24,895 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has used the -Log Monitoring- admin functionality
2021-07-20 01:10:45,386 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has used the -Log Monitoring- admin functionality
2021-07-20 01:10:47,688 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has used the -Log Monitoring- admin functionality
2021-07-20 01:11:03,173 : __main__ : WARNING  : 127.0.0.1       : T5739128U - Admin T5739128U has had an unexpected exception in -Log Monitoring- admin functionality
2021-07-20 01:11:08,700 : __main__ : WARNING  : 127.0.0.1       : T5739128U - Admin T5739128U has had an unexpected exception in -Log Monitoring- admin functionality
2021-07-20 01:11:10,201 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has used the -Log Monitoring- admin functionality
2021-07-20 01:12:57,960 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has used the -Log Monitoring- admin functionality
2021-07-20 01:13:01,395 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has used the -Log Monitoring- admin functionality
2021-07-20 01:13:03,811 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has used the -Log Monitoring- admin functionality
2021-07-20 01:13:07,195 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has used the -Log Monitoring- admin functionality
2021-07-20 01:14:03,491 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has used the -Log Monitoring- admin functionality
2021-07-20 01:18:23,797 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has used the -Log Monitoring- admin functionality
2021-07-20 01:18:31,021 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has used the -Log Monitoring- admin functionality
2021-07-20 01:18:33,976 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has used the -Log Monitoring- admin functionality
2021-07-20 01:34:46,608 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has used the -Log Monitoring- admin functionality
2021-07-20 01:34:48,938 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has used the -Log Monitoring- admin functionality
2021-08-06 16:51:55,032 : __main__ : ERROR    : 127.0.0.1       : T5739128U - Admin T5739128U failed to log in: Incorrect password
2021-08-06 16:58:45,313 : __main__ : ERROR    : 127.0.0.1       : T5739128U - Admin T5739128U failed to log in: Incorrect password
2021-08-11 20:16:18,063 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has accessed the -all users- admin functionality update page
2021-08-11 20:16:28,542 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has accessed the -all users- admin functionality update page
2021-08-11 20:16:30,720 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has used the -Log Monitoring- admin functionality
2021-08-11 20:18:30,208 : __main__ : INFO     : 127.0.0.1       : T1234567Z - New account (Username: T1234567Z, Role: Patient) has been registered
2021-08-13 17:01:58,296 : __main__ : ERROR    : 127.0.0.1       : NIL       - User with IP address T1234567B failed to login into the account with username 127.0.0.1: Incorrect Password
2021-08-13 17:02:34,250 : __main__ : ERROR    : 127.0.0.1       : NIL       - User with IP address 127.0.0.1 failed to login into the account with username T1234567B: Incorrect Password
2021-08-13 17:03:01,540 : __main__ : ERROR    : 127.0.0.1       : T1234567B - User with IP address 127.0.0.1 failed to login into the account with username T1234567B: Incorrect Password
2021-08-13 17:04:24,651 : __main__ : ERROR    : 127.0.0.1       : NIL       - User with IP address 127.0.0.1 tried to login into a invalid username (Account 123456789 does not exist)
2021-08-13 17:05:08,068 : __main__ : ERROR    : 127.0.0.1       : NIL       - User with IP address 127.0.0.1 tried to login into an non-existent account (Account 123456789 does not exist)
2021-08-13 17:43:37,149 : __main__ : ERROR    : 127.0.0.1       : T0392511G - Patient T0392511G tried to use the -add doctor- admin functionality
2021-08-13 17:53:42,909 : __main__ : WARNING  : 127.0.0.1       : T5739128U - Admin T5739128U has had an unexpected exception in -Log Monitoring- admin functionality: RuntimeError: main thread is not in main loop
2021-08-13 17:53:45,530 : __main__ : WARNING  : 127.0.0.1       : T5739128U - Admin T5739128U has had an unexpected exception in -Log Monitoring- admin functionality: RuntimeError: main thread is not in main loop
2021-08-13 17:53:46,365 : __main__ : WARNING  : 127.0.0.1       : T5739128U - Admin T5739128U has had an unexpected exception in -Log Monitoring- admin functionality: RuntimeError: main thread is not in main loop
2021-08-13 17:53:46,908 : __main__ : WARNING  : 127.0.0.1       : T5739128U - Admin T5739128U has had an unexpected exception in -Log Monitoring- admin functionality: RuntimeError: main thread is not in main loop
2021-08-13 17:53:47,096 : __main__ : WARNING  : 127.0.0.1       : T5739128U - Admin T5739128U has had an unexpected exception in -Log Monitoring- admin functionality: RuntimeError: main thread is not in main loop
2021-08-13 17:53:47,315 : __main__ : WARNING  : 127.0.0.1       : T5739128U - Admin T5739128U has had an unexpected exception in -Log Monitoring- admin functionality: RuntimeError: main thread is not in main loop
2021-08-13 17:53:51,220 : __main__ : WARNING  : 127.0.0.1       : T5739128U - Admin T5739128U has had an unexpected exception in -Log Monitoring- admin functionality: RuntimeError: main thread is not in main loop
2021-08-13 17:53:51,819 : __main__ : WARNING  : 127.0.0.1       : T5739128U - Admin T5739128U has had an unexpected exception in -Log Monitoring- admin functionality: RuntimeError: main thread is not in main loop
2021-08-13 17:53:52,017 : __main__ : WARNING  : 127.0.0.1       : T5739128U - Admin T5739128U has had an unexpected exception in -Log Monitoring- admin functionality: RuntimeError: main thread is not in main loop
2021-08-13 17:53:52,188 : __main__ : WARNING  : 127.0.0.1       : T5739128U - Admin T5739128U has had an unexpected exception in -Log Monitoring- admin functionality: RuntimeError: main thread is not in main loop
2021-08-13 17:53:52,376 : __main__ : WARNING  : 127.0.0.1       : T5739128U - Admin T5739128U has had an unexpected exception in -Log Monitoring- admin functionality: RuntimeError: main thread is not in main loop
2021-08-13 17:53:52,546 : __main__ : WARNING  : 127.0.0.1       : T5739128U - Admin T5739128U has had an unexpected exception in -Log Monitoring- admin functionality: RuntimeError: main thread is not in main loop
2021-08-13 17:53:52,742 : __main__ : WARNING  : 127.0.0.1       : T5739128U - Admin T5739128U has had an unexpected exception in -Log Monitoring- admin functionality: RuntimeError: main thread is not in main loop
2021-08-13 17:53:53,288 : __main__ : WARNING  : 127.0.0.1       : T5739128U - Admin T5739128U has had an unexpected exception in -Log Monitoring- admin functionality: RuntimeError: main thread is not in main loop
2021-08-13 17:53:54,166 : __main__ : WARNING  : 127.0.0.1       : T5739128U - Admin T5739128U has had an unexpected exception in -Log Monitoring- admin functionality: RuntimeError: main thread is not in main loop
2021-08-13 17:54:46,527 : __main__ : WARNING  : 127.0.0.1       : T5739128U - Admin T5739128U has had an unexpected exception in -Log Monitoring- admin functionality: RuntimeError: main thread is not in main loop
2021-08-13 17:54:46,770 : __main__ : WARNING  : 127.0.0.1       : T5739128U - Admin T5739128U has had an unexpected exception in -Log Monitoring- admin functionality: RuntimeError: main thread is not in main loop
2021-08-13 17:54:46,937 : __main__ : WARNING  : 127.0.0.1       : T5739128U - Admin T5739128U has had an unexpected exception in -Log Monitoring- admin functionality: RuntimeError: main thread is not in main loop
2021-08-13 17:55:21,050 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has used the -Log Monitoring- admin functionality
2021-08-13 18:00:49,557 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has accessed the -all users- admin functionality update page
2021-08-13 18:00:57,736 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has used the -admin delete- admin functionality to delete account T1234567B
2021-08-13 18:00:57,741 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has accessed the -all users- admin functionality update page
2021-08-13 18:02:00,778 : __main__ : INFO     : 127.0.0.1       : T1234567Z - New account (Username: T1234567Z, Role: Patient) has been registered
2021-08-13 18:02:09,191 : __main__ : INFO     : 127.0.0.1       : NIL       - Confirmation token generated for email: Jeromeyeo2003@gmail.com
2021-08-13 18:02:16,926 : __main__ : INFO     : 127.0.0.1       : NIL       - Confirmation token successfully validated for email: "Jeromeyeo2003@gmail.com"
2021-08-13 18:02:32,782 : __main__ : INFO     : 127.0.0.1       : T1234567Z - User T1234567Z (email: Jeromeyeo2003@gmail.com) has successfully reset their password
2021-08-13 18:28:53,417 : __main__ : INFO     : 127.0.0.1       : T5739128U - Admin T5739128U has used the -Log Monitoring- admin functionality
2021-08-13 18:29:03,171 : __main__ : ERROR    : 127.0.0.1       : NIL       - User with IP address 127.0.0.1 tried to use the -Log Monitoring- admin functionality without logging in
2021-08-13 18:48:18,918 : __main__ : INFO     : 127.0.0.1       : NIL       - Confirmation token generated for email: Jeromeyeo2003@gmail.com
2021-08-13 18:48:30,244 : __main__ : ERROR    : 127.0.0.1       : NIL       - Token for "Jeromeyeo2003@gmail.com". has had its contents changed: Error - MAC check failed
2021-08-13 18:48:49,206 : __main__ : INFO     : 127.0.0.1       : NIL       - Confirmation token generated for email: Jeromeyeo2003@gmail.com
2021-08-13 18:48:56,973 : __main__ : INFO     : 127.0.0.1       : NIL       - Confirmation token successfully validated for email: "Jeromeyeo2003@gmail.com"
2021-08-13 18:48:57,935 : __main__ : INFO     : 127.0.0.1       : NIL       - Confirmation token successfully validated for email: "Jeromeyeo2003@gmail.com"
2021-08-13 19:01:09,351 : __main__ : ERROR    : 127.0.0.1       : NIL       - User with IP address 127.0.0.1 tried to login into an non-existent account (Account T1234567B does not exist)
2021-08-13 19:01:33,402 : __main__ : ERROR    : 127.0.0.1       : T1234567Z - User with IP address 127.0.0.1 failed to login into the account with username T1234567Z: Incorrect Password
2021-08-13 19:18:11,208 : __main__ : ERROR    : 127.0.0.1       : NIL       - User with IP address 127.0.0.1 tried to login into an non-existent account (Account T1234567B does not exist)
2021-08-13 22:14:42,377 : __main__ : ERROR    : 222.164.164.206 : NIL       - User with IP address 222.164.164.206 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-13 22:14:43,050 : __main__ : ERROR    : 222.164.164.206 : NIL       - User with IP address 222.164.164.206 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-13 22:14:54,532 : __main__ : ERROR    : 222.164.164.206 : NIL       - User with IP address 222.164.164.206 tried to login into an non-existent account (Account T1111111F does not exist)
2021-08-14 12:34:26,110 : __main__ : ERROR    : 222.164.164.206 : NIL       - User with IP address 222.164.164.206 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-14 12:34:30,380 : __main__ : ERROR    : 222.164.164.206 : NIL       - User with IP address 222.164.164.206 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-14 13:08:15,107 : __main__ : ERROR    : 222.164.164.206 : NIL       - User with IP address 222.164.164.206 tried to use the Profile functionality without logging in
2021-08-14 13:08:27,101 : __main__ : ERROR    : 222.164.164.206 : NIL       - User with IP address 222.164.164.206 tried to use the Profile functionality without logging in
2021-08-14 13:08:56,751 : __main__ : ERROR    : 222.164.164.206 : NIL       - User with IP address 222.164.164.206 tried to use the Profile functionality without logging in
2021-08-14 13:09:13,485 : __main__ : ERROR    : 222.164.164.206 : NIL       - User with IP address 222.164.164.206 has went over the rate limit allowed: Error 429
2021-08-14 13:18:47,841 : __main__ : INFO     : 222.164.164.206 : T2222222A - Patient T2222222A changed their password
2021-08-14 13:32:24,621 : __main__ : INFO     : 222.164.164.206 : T2222222A - Patient T2222222A changed their password
2021-08-14 13:32:36,597 : __main__ : ERROR    : 222.164.164.206 : NIL       - User with IP address 222.164.164.206 tried to use the Profile functionality without logging in
2021-08-14 13:32:41,909 : __main__ : INFO     : 222.164.164.206 : T2222222A - Patient T2222222A changed their password
2021-08-14 13:42:10,692 : __main__ : INFO     : 222.164.164.206 : T2222222A - Patient T2222222A changed their password
2021-08-14 13:42:14,318 : __main__ : INFO     : 222.164.164.206 : T2222222A - Patient T2222222A changed their password
2021-08-14 13:42:18,373 : __main__ : INFO     : 222.164.164.206 : T2222222A - Patient T2222222A changed their password
2021-08-14 13:42:21,237 : __main__ : INFO     : 222.164.164.206 : T2222222A - Patient T2222222A changed their password
2021-08-14 13:42:24,096 : __main__ : INFO     : 222.164.164.206 : T2222222A - Patient T2222222A changed their password
2021-08-14 13:42:27,167 : __main__ : INFO     : 222.164.164.206 : T2222222A - Patient T2222222A changed their password
2021-08-14 13:42:30,007 : __main__ : INFO     : 222.164.164.206 : T2222222A - Patient T2222222A changed their password
2021-08-14 13:42:40,565 : __main__ : INFO     : 222.164.164.206 : T2222222A - Patient T2222222A changed their password
2021-08-14 13:42:45,103 : __main__ : INFO     : 222.164.164.206 : T2222222A - Patient T2222222A changed their password
2021-08-14 13:43:07,873 : __main__ : INFO     : 222.164.164.206 : T2222222A - Patient T2222222A changed their password
2021-08-14 13:46:51,596 : __main__ : ERROR    : 222.164.164.206 : NIL       - User with IP address 222.164.164.206 tried to use the Profile functionality without logging in
2021-08-14 13:47:07,427 : __main__ : ERROR    : 222.164.164.206 : T2222222A - User with IP address 222.164.164.206 failed to login into the account with username T2222222A: Incorrect Password
2021-08-14 13:47:19,072 : __main__ : ERROR    : 222.164.164.206 : T2222222A - User with IP address 222.164.164.206 failed to login into the account with username T2222222A: Incorrect Password
2021-08-14 13:47:32,844 : __main__ : INFO     : 222.164.164.206 : T2222222A - Patient T2222222A changed their password
2021-08-14 13:47:52,929 : __main__ : INFO     : 222.164.164.206 : T2222222A - Patient T2222222A changed their password
2021-08-14 13:47:57,287 : __main__ : INFO     : 222.164.164.206 : T2222222A - Patient T2222222A changed their password
2021-08-14 13:51:39,397 : Forms    : ERROR    : 222.164.164.206 : NIL       - User with IP address 222.164.164.206 used invalid input in the Login Form: (Input Entered: 'OR 1=1--)
2021-08-14 13:52:01,291 : __main__ : INFO     : 222.164.164.206 : T2222222A - Patient T2222222A changed their password
2021-08-14 13:52:43,564 : __main__ : INFO     : 222.164.164.206 : T2222222A - Patient T2222222A changed their password
2021-08-14 14:02:31,996 : __main__ : INFO     : 222.164.164.206 : T2222222A - Patient T2222222A changed their password
2021-08-14 14:02:49,376 : __main__ : ERROR    : 222.164.164.206 : T2222222A - User with IP address 222.164.164.206 failed to login into the account with username T2222222A: Incorrect Password
2021-08-14 14:09:34,745 : __main__ : ERROR    : 222.164.164.206 : T2222222A - User with IP address 222.164.164.206 failed to login into the account with username T2222222A: Incorrect Password
2021-08-14 14:13:07,832 : __main__ : INFO     : 222.164.164.206 : T2222222A - Patient T2222222A changed their password
2021-08-14 14:13:19,301 : __main__ : ERROR    : 222.164.164.206 : T2222222A - User with IP address 222.164.164.206 failed to login into the account with username T2222222A: Incorrect Password
2021-08-14 14:19:56,877 : __main__ : INFO     : 222.164.164.206 : T2222222A - Patient T2222222A changed their password
2021-08-14 14:22:10,247 : __main__ : INFO     : 222.164.164.206 : T2222222A - Patient T2222222A changed their password
2021-08-14 14:22:25,341 : __main__ : ERROR    : 222.164.164.206 : T2222222A - User with IP address 222.164.164.206 failed to login into the account with username T2222222A: Incorrect Password
2021-08-14 14:24:53,735 : __main__ : INFO     : 222.164.164.206 : T2222222A - Patient T2222222A changed their password
2021-08-14 15:53:06,677 : __main__ : ERROR    : 220.255.255.161 : NIL       - User with IP address 220.255.255.161 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-14 16:34:24,471 : __main__ : INFO     : 220.255.255.161 : T0319536D - New account (Username: T0319536D, Role: Patient) has been registered
2021-08-14 17:02:51,697 : __main__ : INFO     : 220.255.255.161 : T1234987A - New account (Username: T1234987A, Role: Patient) has been registered
2021-08-14 17:05:06,337 : __main__ : INFO     : 220.255.255.161 : T1234987A - Admin T1234987A has accessed the -all users- admin functionality update page
2021-08-14 17:05:44,374 : __main__ : INFO     : 220.255.255.161 : T1234987A - Admin T1234987A has used the -admin delete- admin functionality to delete account T5739128U 
2021-08-14 17:05:45,463 : __main__ : INFO     : 220.255.255.161 : T1234987A - Admin T1234987A has accessed the -all users- admin functionality update page
2021-08-14 17:31:02,758 : __main__ : INFO     : 220.255.255.161 : T1234567A - New account (Username: T1234567A, Role: Patient) has been registered
2021-08-14 17:31:42,762 : __main__ : ERROR    : 220.255.255.161 : NIL       - User with IP address 220.255.255.161 tried to use the appointment list functionality without logging in
2021-08-14 17:31:47,945 : __main__ : ERROR    : 220.255.255.161 : NIL       - User with IP address 220.255.255.161 tried to use the appointment list functionality without logging in
2021-08-14 17:32:42,132 : __main__ : ERROR    : 220.255.255.161 : NIL       - User with IP address 220.255.255.161 tried to use the appointment list functionality without logging in
2021-08-14 17:32:43,564 : __main__ : ERROR    : 220.255.255.161 : NIL       - User with IP address 220.255.255.161 tried to use the appointment list functionality without logging in
2021-08-14 17:33:23,601 : __main__ : ERROR    : 220.255.255.161 : NIL       - User with IP address 220.255.255.161 tried to use the Profile functionality without logging in
2021-08-14 17:33:36,302 : __main__ : ERROR    : 220.255.255.161 : NIL       - User with IP address 220.255.255.161 tried to use the Profile functionality without logging in
2021-08-14 17:35:06,529 : __main__ : ERROR    : 220.255.255.161 : NIL       - User with IP address 220.255.255.161 tried to use the appointment list functionality without logging in
2021-08-14 17:37:14,530 : __main__ : ERROR    : 220.255.255.161 : NIL       - User with IP address 220.255.255.161 tried to use the appointment list functionality without logging in
2021-08-14 17:37:32,605 : __main__ : ERROR    : 220.255.255.161 : NIL       - User with IP address 220.255.255.161 tried to use the appointment list functionality without logging in
2021-08-14 17:44:03,978 : __main__ : ERROR    : 220.255.255.161 : NIL       - User with IP address 220.255.255.161 tried to use the appointment list functionality without logging in
2021-08-14 17:48:14,262 : __main__ : ERROR    : 220.255.255.161 : NIL       - User with IP address 220.255.255.161 tried to use the appointment list functionality without logging in
2021-08-14 17:53:37,239 : __main__ : ERROR    : 220.255.255.161 : NIL       - User with IP address 220.255.255.161 tried to use the Purchase Item functionality without logging in
2021-08-14 19:08:41,871 : __main__ : INFO     : 220.255.255.161 : T1234987A - Admin T1234987A has accessed the -all users- admin functionality update page
2021-08-14 19:11:08,433 : __main__ : ERROR    : 220.255.255.161 : NIL       - User with IP address 220.255.255.161 tried to use the -add doctor- admin functionality without logging in
2021-08-14 19:11:16,182 : __main__ : INFO     : 220.255.255.161 : T1234987A - Admin T1234987A has accessed the -all users- admin functionality update page
2021-08-14 19:31:43,961 : __main__ : ERROR    : 220.255.255.161 : NIL       - User with IP address 220.255.255.161 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-14 19:32:31,085 : __main__ : INFO     : 220.255.255.161 : T0319536D - New account (Username: T0319536D, Role: Patient) has been registered
2021-08-14 19:32:49,344 : __main__ : INFO     : 220.255.255.161 : T1234987A - Admin T1234987A has accessed the -all users- admin functionality update page
2021-08-14 19:41:01,912 : __main__ : INFO     : 220.255.255.161 : T9876543A - New account (Username: T9876543A, Role: Patient) has been registered
2021-08-14 19:49:43,406 : __main__ : INFO     : 220.255.255.161 : T2233445D - New account (Username: T2233445D, Role: Patient) has been registered
2021-08-14 19:50:54,496 : __main__ : ERROR    : 220.255.255.161 : NIL       - User with IP address 220.255.255.161 has went over the rate limit allowed: Error 429
2021-08-14 19:50:56,131 : __main__ : ERROR    : 220.255.255.161 : NIL       - User with IP address 220.255.255.161 has went over the rate limit allowed: Error 429
2021-08-14 21:30:32,107 : __main__ : ERROR    : 222.164.164.206 : NIL       - User with IP address 222.164.164.206 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-14 21:31:03,516 : Forms    : ERROR    : 222.164.164.206 : NIL       - User with IP address 222.164.164.206 used invalid input in the Login Form: (Input Entered: 'or 1=1--)
2021-08-14 21:34:59,542 : __main__ : ERROR    : 222.164.164.206 : NIL       - User with IP address 222.164.164.206 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-14 21:41:17,470 : __main__ : INFO     : 222.164.164.206 : T1111111A - New account (Username: T1111111A, Role: Patient) has been registered
2021-08-14 22:05:49,531 : __main__ : ERROR    : 222.164.164.206 : NIL       - User with IP address 222.164.164.206 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-14 22:05:51,291 : __main__ : ERROR    : 222.164.164.206 : NIL       - User with IP address 222.164.164.206 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-14 22:17:13,746 : __main__ : INFO     : 222.164.164.206 : T1111111A - New account (Username: T1111111A, Role: Patient) has been registered
2021-08-14 22:20:31,789 : __main__ : ERROR    : 222.164.164.206 : NIL       - User with IP address 222.164.164.206 tried to use the Profile functionality without logging in
2021-08-14 22:24:33,323 : __main__ : ERROR    : 222.164.164.206 : NIL       - User with IP address 222.164.164.206 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-14 22:24:37,020 : __main__ : ERROR    : 222.164.164.206 : NIL       - User with IP address 222.164.164.206 tried to use the Profile functionality without logging in
2021-08-14 22:29:05,205 : __main__ : ERROR    : 222.164.164.206 : NIL       - User with IP address 222.164.164.206 tried to use the Profile functionality without logging in
2021-08-14 22:33:05,582 : __main__ : ERROR    : 222.164.164.206 : NIL       - User with IP address 222.164.164.206 tried to use the Profile functionality without logging in
2021-08-14 22:39:41,966 : __main__ : ERROR    : 222.164.164.206 : NIL       - User with IP address 222.164.164.206 has went over the rate limit allowed: Error 429
2021-08-14 22:39:45,875 : __main__ : ERROR    : 222.164.164.206 : NIL       - User with IP address 222.164.164.206 has went over the rate limit allowed: Error 429
2021-08-14 22:47:15,835 : __main__ : ERROR    : 222.164.164.206 : NIL       - User with IP address 222.164.164.206 has went over the rate limit allowed: Error 429
2021-08-14 22:48:16,212 : __main__ : INFO     : 222.164.164.206 : T1111111A - Patient T1111111A changed their password
2021-08-15 18:09:32,870 : __main__ : ERROR    : 222.164.164.206 : NIL       - User with IP address 222.164.164.206 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-15 18:14:33,944 : __main__ : INFO     : 222.164.164.206 : T2222222A - New account (Username: T2222222A, Role: Patient) has been registered
2021-08-15 20:59:16,492 : __main__ : INFO     : 220.255.255.161 : NIL       - Confirmation token, HMAC, and Digital Signature generated for email's Jeromeyeo2003@gmail.com password reset
2021-08-15 22:00:13,101 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-15 22:00:14,126 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
2021-08-15 22:02:23,912 : Forms    : ERROR    : 180.129.85.0    : NIL       - User with IP address 180.129.85.0 has attempted to follow a broken, dead, or non-existent link: Error 404
